Notes,Race,Race Code,Cancer Sites,Cancer Sites Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Other Races and Unknown combined,2131-1,Cranial Nerves Other Nervous System,31040,35-39 years,35-39,Female,F,17
,Other Races and Unknown combined,2131-1,Cranial Nerves Other Nervous System,31040,35-39 years,35-39,Male,M,18
,Other Races and Unknown combined,2131-1,Cranial Nerves Other Nervous System,31040,40-44 years,40-44,Female,F,16
,Other Races and Unknown combined,2131-1,Cranial Nerves Other Nervous System,31040,40-44 years,40-44,Male,M,16
,Other Races and Unknown combined,2131-1,Cranial Nerves Other Nervous System,31040,45-49 years,45-49,Male,M,17
,Other Races and Unknown combined,2131-1,Cranial Nerves Other Nervous System,31040,50-54 years,50-54,Female,F,16
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,< 1 year,1,Female,F,35
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,< 1 year,1,Male,M,44
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,1-4 years,1-4,Female,F,26
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,1-4 years,1-4,Male,M,50
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,5-9 years,5-9,Female,F,24
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,5-9 years,5-9,Male,M,19
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,10-14 years,10-14,Female,F,76
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,10-14 years,10-14,Male,M,25
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,15-19 years,15-19,Female,F,261
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,15-19 years,15-19,Male,M,77
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,20-24 years,20-24,Female,F,587
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,20-24 years,20-24,Male,M,138
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,25-29 years,25-29,Female,F,986
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,25-29 years,25-29,Male,M,245
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,30-34 years,30-34,Female,F,1330
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,30-34 years,30-34,Male,M,361
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,35-39 years,35-39,Female,F,1528
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,35-39 years,35-39,Male,M,404
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,40-44 years,40-44,Female,F,1461
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,40-44 years,40-44,Male,M,430
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,45-49 years,45-49,Female,F,1354
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,45-49 years,45-49,Male,M,417
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,50-54 years,50-54,Female,F,1273
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,50-54 years,50-54,Male,M,366
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,55-59 years,55-59,Female,F,1046
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,55-59 years,55-59,Male,M,347
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,60-64 years,60-64,Female,F,803
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,60-64 years,60-64,Male,M,275
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,65-69 years,65-69,Female,F,601
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,65-69 years,65-69,Male,M,241
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,70-74 years,70-74,Female,F,384
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,70-74 years,70-74,Male,M,164
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,75-79 years,75-79,Female,F,201
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,75-79 years,75-79,Male,M,69
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,80-84 years,80-84,Female,F,90
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,80-84 years,80-84,Male,M,44
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,85+ years,85,Female,F,54
,Other Races and Unknown combined,2131-1,Endocrine System,32010-32020,85+ years,85,Male,M,20
,Other Races and Unknown combined,2131-1,Thyroid,32010,10-14 years,10-14,Female,F,70
,Other Races and Unknown combined,2131-1,Thyroid,32010,15-19 years,15-19,Female,F,247
,Other Races and Unknown combined,2131-1,Thyroid,32010,15-19 years,15-19,Male,M,60
,Other Races and Unknown combined,2131-1,Thyroid,32010,20-24 years,20-24,Female,F,577
,Other Races and Unknown combined,2131-1,Thyroid,32010,20-24 years,20-24,Male,M,126
,Other Races and Unknown combined,2131-1,Thyroid,32010,25-29 years,25-29,Female,F,974
,Other Races and Unknown combined,2131-1,Thyroid,32010,25-29 years,25-29,Male,M,227
,Other Races and Unknown combined,2131-1,Thyroid,32010,30-34 years,30-34,Female,F,1306
,Other Races and Unknown combined,2131-1,Thyroid,32010,30-34 years,30-34,Male,M,339
,Other Races and Unknown combined,2131-1,Thyroid,32010,35-39 years,35-39,Female,F,1506
,Other Races and Unknown combined,2131-1,Thyroid,32010,35-39 years,35-39,Male,M,373
,Other Races and Unknown combined,2131-1,Thyroid,32010,40-44 years,40-44,Female,F,1428
,Other Races and Unknown combined,2131-1,Thyroid,32010,40-44 years,40-44,Male,M,404
,Other Races and Unknown combined,2131-1,Thyroid,32010,45-49 years,45-49,Female,F,1329
,Other Races and Unknown combined,2131-1,Thyroid,32010,45-49 years,45-49,Male,M,386
,Other Races and Unknown combined,2131-1,Thyroid,32010,50-54 years,50-54,Female,F,1242
,Other Races and Unknown combined,2131-1,Thyroid,32010,50-54 years,50-54,Male,M,334
,Other Races and Unknown combined,2131-1,Thyroid,32010,55-59 years,55-59,Female,F,1020
,Other Races and Unknown combined,2131-1,Thyroid,32010,55-59 years,55-59,Male,M,321
,Other Races and Unknown combined,2131-1,Thyroid,32010,60-64 years,60-64,Female,F,772
,Other Races and Unknown combined,2131-1,Thyroid,32010,60-64 years,60-64,Male,M,244
,Other Races and Unknown combined,2131-1,Thyroid,32010,65-69 years,65-69,Female,F,565
,Other Races and Unknown combined,2131-1,Thyroid,32010,65-69 years,65-69,Male,M,215
,Other Races and Unknown combined,2131-1,Thyroid,32010,70-74 years,70-74,Female,F,357
,Other Races and Unknown combined,2131-1,Thyroid,32010,70-74 years,70-74,Male,M,141
,Other Races and Unknown combined,2131-1,Thyroid,32010,75-79 years,75-79,Female,F,179
,Other Races and Unknown combined,2131-1,Thyroid,32010,75-79 years,75-79,Male,M,60
,Other Races and Unknown combined,2131-1,Thyroid,32010,80-84 years,80-84,Female,F,79
,Other Races and Unknown combined,2131-1,Thyroid,32010,80-84 years,80-84,Male,M,37
,Other Races and Unknown combined,2131-1,Thyroid,32010,85+ years,85,Female,F,50
,Other Races and Unknown combined,2131-1,Thyroid,32010,85+ years,85,Male,M,16
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,< 1 year,1,Female,F,33
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,< 1 year,1,Male,M,41
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,1-4 years,1-4,Female,F,24
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,1-4 years,1-4,Male,M,48
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,5-9 years,5-9,Male,M,16
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,15-19 years,15-19,Male,M,17
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,25-29 years,25-29,Male,M,18
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,30-34 years,30-34,Female,F,24
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,30-34 years,30-34,Male,M,22
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,35-39 years,35-39,Female,F,22
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,35-39 years,35-39,Male,M,31
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,40-44 years,40-44,Female,F,33
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,40-44 years,40-44,Male,M,26
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,45-49 years,45-49,Female,F,25
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,45-49 years,45-49,Male,M,31
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,50-54 years,50-54,Female,F,31
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,50-54 years,50-54,Male,M,32
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,55-59 years,55-59,Female,F,26
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,55-59 years,55-59,Male,M,26
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,60-64 years,60-64,Female,F,31
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,60-64 years,60-64,Male,M,31
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,65-69 years,65-69,Female,F,36
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,65-69 years,65-69,Male,M,26
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,70-74 years,70-74,Female,F,27
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,70-74 years,70-74,Male,M,23
,Other Races and Unknown combined,2131-1,Other Endocrine including Thymus,32020,75-79 years,75-79,Female,F,22
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,1-4 years,1-4,Female,F,17
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,1-4 years,1-4,Male,M,59
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,5-9 years,5-9,Female,F,49
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,5-9 years,5-9,Male,M,138
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,10-14 years,10-14,Female,F,92
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,10-14 years,10-14,Male,M,191
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,15-19 years,15-19,Female,F,204
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,15-19 years,15-19,Male,M,289
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,20-24 years,20-24,Female,F,352
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,20-24 years,20-24,Male,M,379
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,25-29 years,25-29,Female,F,368
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,25-29 years,25-29,Male,M,433
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,30-34 years,30-34,Female,F,364
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,30-34 years,30-34,Male,M,546
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,35-39 years,35-39,Female,F,389
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,35-39 years,35-39,Male,M,565
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,40-44 years,40-44,Female,F,442
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,40-44 years,40-44,Male,M,705
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,45-49 years,45-49,Female,F,612
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,45-49 years,45-49,Male,M,721
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,50-54 years,50-54,Female,F,717
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,50-54 years,50-54,Male,M,958
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,55-59 years,55-59,Female,F,898
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,55-59 years,55-59,Male,M,1023
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,60-64 years,60-64,Female,F,902
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,60-64 years,60-64,Male,M,1013
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,65-69 years,65-69,Female,F,927
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,65-69 years,65-69,Male,M,1060
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,70-74 years,70-74,Female,F,800
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,70-74 years,70-74,Male,M,931
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,75-79 years,75-79,Female,F,698
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,75-79 years,75-79,Male,M,677
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,80-84 years,80-84,Female,F,499
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,80-84 years,80-84,Male,M,449
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,85+ years,85,Female,F,415
,Other Races and Unknown combined,2131-1,Lymphomas,33011-33042,85+ years,85,Male,M,328
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,5-9 years,5-9,Male,M,25
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,10-14 years,10-14,Female,F,42
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,10-14 years,10-14,Male,M,74
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,15-19 years,15-19,Female,F,141
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,15-19 years,15-19,Male,M,144
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,20-24 years,20-24,Female,F,223
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,20-24 years,20-24,Male,M,216
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,25-29 years,25-29,Female,F,182
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,25-29 years,25-29,Male,M,185
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,30-34 years,30-34,Female,F,136
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,30-34 years,30-34,Male,M,184
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,35-39 years,35-39,Female,F,93
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,35-39 years,35-39,Male,M,163
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,40-44 years,40-44,Female,F,72
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,40-44 years,40-44,Male,M,122
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,45-49 years,45-49,Female,F,61
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,45-49 years,45-49,Male,M,100
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,50-54 years,50-54,Female,F,31
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,50-54 years,50-54,Male,M,93
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,55-59 years,55-59,Female,F,49
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,55-59 years,55-59,Male,M,73
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,60-64 years,60-64,Female,F,38
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,60-64 years,60-64,Male,M,43
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,65-69 years,65-69,Female,F,43
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,65-69 years,65-69,Male,M,42
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,70-74 years,70-74,Male,M,36
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,75-79 years,75-79,Female,F,18
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,75-79 years,75-79,Male,M,26
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,80-84 years,80-84,Female,F,20
,Other Races and Unknown combined,2131-1,Hodgkin Lymphoma,33011-33012,80-84 years,80-84,Male,M,22
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,5-9 years,5-9,Male,M,24
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,10-14 years,10-14,Female,F,41
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,10-14 years,10-14,Male,M,74
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,15-19 years,15-19,Female,F,139
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,15-19 years,15-19,Male,M,142
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,20-24 years,20-24,Female,F,215
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,20-24 years,20-24,Male,M,210
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,25-29 years,25-29,Female,F,180
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,25-29 years,25-29,Male,M,180
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,30-34 years,30-34,Female,F,133
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,30-34 years,30-34,Male,M,183
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,35-39 years,35-39,Female,F,90
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,35-39 years,35-39,Male,M,162
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,40-44 years,40-44,Female,F,65
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,40-44 years,40-44,Male,M,120
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,45-49 years,45-49,Female,F,59
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,45-49 years,45-49,Male,M,98
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,50-54 years,50-54,Female,F,29
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,50-54 years,50-54,Male,M,88
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,55-59 years,55-59,Female,F,47
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,55-59 years,55-59,Male,M,71
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,60-64 years,60-64,Female,F,37
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,60-64 years,60-64,Male,M,42
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,65-69 years,65-69,Female,F,42
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,65-69 years,65-69,Male,M,40
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,70-74 years,70-74,Male,M,36
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,75-79 years,75-79,Female,F,17
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,75-79 years,75-79,Male,M,26
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,80-84 years,80-84,Female,F,20
,Other Races and Unknown combined,2131-1,Hodgkin - Nodal,33011,80-84 years,80-84,Male,M,21
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,1-4 years,1-4,Male,M,47
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,5-9 years,5-9,Female,F,40
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,5-9 years,5-9,Male,M,113
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,10-14 years,10-14,Female,F,50
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,10-14 years,10-14,Male,M,117
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,15-19 years,15-19,Female,F,63
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,15-19 years,15-19,Male,M,145
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,20-24 years,20-24,Female,F,129
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,20-24 years,20-24,Male,M,163
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,25-29 years,25-29,Female,F,186
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,25-29 years,25-29,Male,M,248
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,30-34 years,30-34,Female,F,228
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,30-34 years,30-34,Male,M,362
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,35-39 years,35-39,Female,F,296
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,35-39 years,35-39,Male,M,402
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,40-44 years,40-44,Female,F,370
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,40-44 years,40-44,Male,M,583
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,45-49 years,45-49,Female,F,551
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,45-49 years,45-49,Male,M,621
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,50-54 years,50-54,Female,F,686
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,50-54 years,50-54,Male,M,865
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,55-59 years,55-59,Female,F,849
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,55-59 years,55-59,Male,M,950
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,60-64 years,60-64,Female,F,864
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,60-64 years,60-64,Male,M,970
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,65-69 years,65-69,Female,F,884
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,65-69 years,65-69,Male,M,1018
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,70-74 years,70-74,Female,F,786
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,70-74 years,70-74,Male,M,895
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,75-79 years,75-79,Female,F,680
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,75-79 years,75-79,Male,M,651
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,80-84 years,80-84,Female,F,479
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,80-84 years,80-84,Male,M,427
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,85+ years,85,Female,F,402
,Other Races and Unknown combined,2131-1,Non-Hodgkin Lymphoma,33041-33042,85+ years,85,Male,M,322
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,1-4 years,1-4,Male,M,30
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,5-9 years,5-9,Female,F,16
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,5-9 years,5-9,Male,M,57
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,10-14 years,10-14,Female,F,23
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,10-14 years,10-14,Male,M,57
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,15-19 years,15-19,Female,F,27
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,15-19 years,15-19,Male,M,74
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,20-24 years,20-24,Female,F,65
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,20-24 years,20-24,Male,M,83
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,25-29 years,25-29,Female,F,76
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,25-29 years,25-29,Male,M,116
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,30-34 years,30-34,Female,F,104
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,30-34 years,30-34,Male,M,178
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,35-39 years,35-39,Female,F,138
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,35-39 years,35-39,Male,M,204
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,40-44 years,40-44,Female,F,186
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,40-44 years,40-44,Male,M,316
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,45-49 years,45-49,Female,F,304
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,45-49 years,45-49,Male,M,361
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,50-54 years,50-54,Female,F,373
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,50-54 years,50-54,Male,M,508
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,55-59 years,55-59,Female,F,477
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,55-59 years,55-59,Male,M,557
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,60-64 years,60-64,Female,F,472
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,60-64 years,60-64,Male,M,575
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,65-69 years,65-69,Female,F,497
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,65-69 years,65-69,Male,M,585
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,70-74 years,70-74,Female,F,482
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,70-74 years,70-74,Male,M,492
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,75-79 years,75-79,Female,F,406
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,75-79 years,75-79,Male,M,388
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,80-84 years,80-84,Female,F,286
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,80-84 years,80-84,Male,M,255
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,85+ years,85,Female,F,235
,Other Races and Unknown combined,2131-1,NHL - Nodal,33041,85+ years,85,Male,M,193
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,1-4 years,1-4,Male,M,17
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,5-9 years,5-9,Female,F,24
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,5-9 years,5-9,Male,M,56
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,10-14 years,10-14,Female,F,27
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,10-14 years,10-14,Male,M,60
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,15-19 years,15-19,Female,F,36
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,15-19 years,15-19,Male,M,71
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,20-24 years,20-24,Female,F,64
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,20-24 years,20-24,Male,M,80
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,25-29 years,25-29,Female,F,110
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,25-29 years,25-29,Male,M,132
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,30-34 years,30-34,Female,F,124
,Other Races and Unknown combined,2131-1,NHL - Extranodal,33042,30-34 years,30-34,Male,M,184
